,idx,lat
35945,192.168.10.3192.168.10.195332362,21769.00
35946,192.168.10.3192.168.10.195332378,20663.00
35947,192.168.10.3192.168.10.195332516,20758.50
35948,192.168.10.3192.168.10.195332527,21401.50
35949,192.168.10.3192.168.10.195332530,20937.00
35950,192.168.10.3192.168.10.195332587,20996.00
35951,192.168.10.3192.168.10.19533259,20577.50
35952,192.168.10.3192.168.10.195332705,20931.00
35953,192.168.10.3192.168.10.195332708,20895.00
35954,192.168.10.3192.168.10.195332709,19786.00
35955,192.168.10.3192.168.10.195332719,20271.50
35956,192.168.10.3192.168.10.195332735,21363.00
35957,192.168.10.3192.168.10.195332792,20765.50
35958,192.168.10.3192.168.10.195332902,20962.00
35959,192.168.10.3192.168.10.195332921,21206.50
35960,192.168.10.3192.168.10.195332930,20944.00
35961,192.168.10.3192.168.10.195333197,21008.50
35962,192.168.10.3192.168.10.195333210,20890.00
35963,192.168.10.3192.168.10.195333260,20975.00
35964,192.168.10.3192.168.10.195333278,20192.00
35965,192.168.10.3192.168.10.195333334,21271.50
35966,192.168.10.3192.168.10.195333364,19953.00
35967,192.168.10.3192.168.10.195333401,20276.00
35968,192.168.10.3192.168.10.195333439,20353.00
35969,192.168.10.3192.168.10.195333451,20199.00
35970,192.168.10.3192.168.10.195333452,21297.00
35971,192.168.10.3192.168.10.195333556,21197.50
35972,192.168.10.3192.168.10.195333700,20341.00
35973,192.168.10.3192.168.10.19533376,21036.50
35974,192.168.10.3192.168.10.195333960,21023.00
35975,192.168.10.3192.168.10.195334058,21662.50
35976,192.168.10.3192.168.10.195334176,20892.00
35977,192.168.10.3192.168.10.195334219,20442.00
35978,192.168.10.3192.168.10.195334309,20590.50
35979,192.168.10.3192.168.10.195334322,20461.00
35980,192.168.10.3192.168.10.195334395,20636.50
35981,192.168.10.3192.168.10.195334468,21177.50
35982,192.168.10.3192.168.10.195334485,20522.00
35983,192.168.10.3192.168.10.195334680,20456.50
35984,192.168.10.3192.168.10.195334735,20850.50
35985,192.168.10.3192.168.10.195334818,20722.00
35986,192.168.10.3192.168.10.195334849,20769.00
35987,192.168.10.3192.168.10.195334924,20751.00
35988,192.168.10.3192.168.10.195334925,21120.00
35989,192.168.10.3192.168.10.195334933,20507.00
35990,192.168.10.3192.168.10.195334942,19889.50
35991,192.168.10.3192.168.10.195334949,21218.50
35992,192.168.10.3192.168.10.19533495,20475.00
35993,192.168.10.3192.168.10.195334961,20676.50
35994,192.168.10.3192.168.10.195335052,20715.50
35995,192.168.10.3192.168.10.195335060,21021.50
35996,192.168.10.3192.168.10.195335209,20823.00
35997,192.168.10.3192.168.10.195335235,20372.50
35998,192.168.10.3192.168.10.195335248,21208.00
35999,192.168.10.3192.168.10.195335272,20335.00
36000,192.168.10.3192.168.10.195335297,20907.00
36001,192.168.10.3192.168.10.195335301,20699.00
36002,192.168.10.3192.168.10.195335349,20896.50
36003,192.168.10.3192.168.10.195335350,21180.00
36004,192.168.10.3192.168.10.195335421,20600.00
36005,192.168.10.3192.168.10.195335432,21916.50
36006,192.168.10.3192.168.10.195335446,20700.00
36007,192.168.10.3192.168.10.195335578,20570.50
36008,192.168.10.3192.168.10.195335615,21001.00
36009,192.168.10.3192.168.10.195335677,21129.00
36010,192.168.10.3192.168.10.195335960,20734.00
36011,192.168.10.3192.168.10.195335963,19788.50
36012,192.168.10.3192.168.10.195336156,20260.50
36013,192.168.10.3192.168.10.195336426,22263.50
36014,192.168.10.3192.168.10.195336475,20711.50
36015,192.168.10.3192.168.10.195336520,19989.50
36016,192.168.10.3192.168.10.195336536,21157.00
36017,192.168.10.3192.168.10.195336550,20685.00
36018,192.168.10.3192.168.10.195336562,21414.00
36019,192.168.10.3192.168.10.19533664,21034.50
36020,192.168.10.3192.168.10.195336641,20583.00
36021,192.168.10.3192.168.10.195336846,20342.50
36022,192.168.10.3192.168.10.195336855,20976.50
36023,192.168.10.3192.168.10.195336935,20456.50
36024,192.168.10.3192.168.10.195337021,20931.50
36025,192.168.10.3192.168.10.195337109,21070.50
36026,192.168.10.3192.168.10.195337144,20598.50
36027,192.168.10.3192.168.10.195337175,20887.50
36028,192.168.10.3192.168.10.195337210,19994.00
36029,192.168.10.3192.168.10.195337256,20850.00
36030,192.168.10.3192.168.10.19533727,20508.50
36031,192.168.10.3192.168.10.195337279,20474.50
36032,192.168.10.3192.168.10.195337438,20310.00
36033,192.168.10.3192.168.10.195337530,20732.00
36034,192.168.10.3192.168.10.195337532,20249.25
36035,192.168.10.3192.168.10.195337573,21169.50
36036,192.168.10.3192.168.10.195337629,21185.00
36037,192.168.10.3192.168.10.195337658,20472.50
36038,192.168.10.3192.168.10.19533792,20583.00
36039,192.168.10.3192.168.10.19533793,19956.00
36040,192.168.10.3192.168.10.195337973,20841.00
36041,192.168.10.3192.168.10.195337977,20662.00
36042,192.168.10.3192.168.10.19533799,20553.50
36043,192.168.10.3192.168.10.195338060,20305.50
36044,192.168.10.3192.168.10.195338129,21188.00
36045,192.168.10.3192.168.10.195338142,21003.50
36046,192.168.10.3192.168.10.19533816,21415.50
36047,192.168.10.3192.168.10.19533828,20433.00
36048,192.168.10.3192.168.10.195338427,21188.50
36049,192.168.10.3192.168.10.195338442,21342.50
36050,192.168.10.3192.168.10.195338455,20935.50
36051,192.168.10.3192.168.10.195338500,21057.50
36052,192.168.10.3192.168.10.195338591,21096.50
36053,192.168.10.3192.168.10.195338621,21210.50
36054,192.168.10.3192.168.10.195338668,20916.00
36055,192.168.10.3192.168.10.195338754,19928.25
36056,192.168.10.3192.168.10.19533883,20042.00
36057,192.168.10.3192.168.10.195338899,20879.00
36058,192.168.10.3192.168.10.195338942,20627.50
36059,192.168.10.3192.168.10.195339069,21396.00
36060,192.168.10.3192.168.10.195339122,19510.00
36061,192.168.10.3192.168.10.195339242,21080.00
36062,192.168.10.3192.168.10.195339438,20938.00
36063,192.168.10.3192.168.10.195339503,20395.00
36064,192.168.10.3192.168.10.195339505,21431.50
36065,192.168.10.3192.168.10.195339508,21006.00
36066,192.168.10.3192.168.10.195339562,19726.50
36067,192.168.10.3192.168.10.195339634,20879.00
36068,192.168.10.3192.168.10.195339685,21808.50
36069,192.168.10.3192.168.10.195339692,20677.00
36070,192.168.10.3192.168.10.195339710,19473.00
36071,192.168.10.3192.168.10.195339727,20981.50
36072,192.168.10.3192.168.10.195339754,20859.00
36073,192.168.10.3192.168.10.195339897,20123.00
36074,192.168.10.3192.168.10.195339967,20451.00
36075,192.168.10.3192.168.10.195339973,20907.00
36076,192.168.10.3192.168.10.195340019,20778.00
36077,192.168.10.3192.168.10.195340032,20859.00
36078,192.168.10.3192.168.10.19534005,20626.00
36079,192.168.10.3192.168.10.19534012,21037.50
36080,192.168.10.3192.168.10.195340160,20473.00
36081,192.168.10.3192.168.10.195340215,21593.50
36082,192.168.10.3192.168.10.19534026,20529.00
36083,192.168.10.3192.168.10.195340323,20605.00
36084,192.168.10.3192.168.10.195340332,21194.50
36085,192.168.10.3192.168.10.195340417,20334.50
36086,192.168.10.3192.168.10.195340557,20847.00
36087,192.168.10.3192.168.10.195340562,20740.50
36088,192.168.10.3192.168.10.195340578,21695.50
36089,192.168.10.3192.168.10.195340681,20831.50
36090,192.168.10.3192.168.10.195340702,21570.00
36091,192.168.10.3192.168.10.195340807,20826.50
36092,192.168.10.3192.168.10.195340857,19823.50
36093,192.168.10.3192.168.10.195340860,21551.50
36094,192.168.10.3192.168.10.195340938,20196.75
36095,192.168.10.3192.168.10.19534103,21553.50
36096,192.168.10.3192.168.10.19534108,20707.50
36097,192.168.10.3192.168.10.195341086,20417.50
36098,192.168.10.3192.168.10.195341127,21045.50
36099,192.168.10.3192.168.10.195341180,20982.50
36100,192.168.10.3192.168.10.195341181,20968.00
36101,192.168.10.3192.168.10.195341187,21192.00
36102,192.168.10.3192.168.10.195341222,20332.50
36103,192.168.10.3192.168.10.195341318,19576.50
36104,192.168.10.3192.168.10.195341326,20971.50
36105,192.168.10.3192.168.10.195341329,21160.50
36106,192.168.10.3192.168.10.195341357,20854.00
36107,192.168.10.3192.168.10.195341394,20185.50
36108,192.168.10.3192.168.10.195341405,21193.50
36109,192.168.10.3192.168.10.195341524,20382.00
36110,192.168.10.3192.168.10.195341560,20336.50
36111,192.168.10.3192.168.10.195341824,20174.00
36112,192.168.10.3192.168.10.195341887,21739.50
36113,192.168.10.3192.168.10.195341903,20769.50
36114,192.168.10.3192.168.10.195341952,20538.50
36115,192.168.10.3192.168.10.195341965,20871.50
36116,192.168.10.3192.168.10.19534197,20575.50
36117,192.168.10.3192.168.10.195341974,20322.50
36118,192.168.10.3192.168.10.195342056,20826.00
36119,192.168.10.3192.168.10.195342077,21145.50
36120,192.168.10.3192.168.10.195342080,20840.00
36121,192.168.10.3192.168.10.195342200,20600.50
36122,192.168.10.3192.168.10.195342214,20901.50
36123,192.168.10.3192.168.10.195342248,21016.00
36124,192.168.10.3192.168.10.195342281,20674.50
36125,192.168.10.3192.168.10.195342380,19782.50
36126,192.168.10.3192.168.10.195342409,20571.00
36127,192.168.10.3192.168.10.195342496,20997.50
36128,192.168.10.3192.168.10.195342521,20298.00
36129,192.168.10.3192.168.10.195342622,21016.50
36130,192.168.10.3192.168.10.195342633,19979.50
36131,192.168.10.3192.168.10.195342650,21247.00
36132,192.168.10.3192.168.10.195342656,20392.50
36133,192.168.10.3192.168.10.195342669,19981.50
36134,192.168.10.3192.168.10.195342875,20577.00
36135,192.168.10.3192.168.10.19534289,20938.00
36136,192.168.10.3192.168.10.195342938,20869.00
36137,192.168.10.3192.168.10.195342987,20098.00
36138,192.168.10.3192.168.10.195342988,20419.00
36139,192.168.10.3192.168.10.195342999,20898.50
36140,192.168.10.3192.168.10.195343003,21107.00
36141,192.168.10.3192.168.10.195343013,20960.00
36142,192.168.10.3192.168.10.19534304,20751.50
36143,192.168.10.3192.168.10.195343070,20686.50
36144,192.168.10.3192.168.10.195343093,20272.00
36145,192.168.10.3192.168.10.195343129,20470.00
36146,192.168.10.3192.168.10.195343153,21280.00
36147,192.168.10.3192.168.10.195343167,19424.00
36148,192.168.10.3192.168.10.195343372,20606.00
36149,192.168.10.3192.168.10.19534344,21512.00
36150,192.168.10.3192.168.10.195343442,20594.00
36151,192.168.10.3192.168.10.195343564,20624.00
36152,192.168.10.3192.168.10.195343642,21148.50
36153,192.168.10.3192.168.10.195343735,20902.00
36154,192.168.10.3192.168.10.19534397,20042.00
36155,192.168.10.3192.168.10.195344009,21391.50
36156,192.168.10.3192.168.10.195344013,20014.50
36157,192.168.10.3192.168.10.195344101,19628.50
36158,192.168.10.3192.168.10.195344159,20661.00
36159,192.168.10.3192.168.10.195344164,20241.25
36160,192.168.10.3192.168.10.195344181,21083.50
36161,192.168.10.3192.168.10.195344241,21055.00
36162,192.168.10.3192.168.10.195344332,21195.50
36163,192.168.10.3192.168.10.195344458,20828.50
36164,192.168.10.3192.168.10.195344519,20757.00
36165,192.168.10.3192.168.10.195344599,21229.50
36166,192.168.10.3192.168.10.19534482,21034.50
36167,192.168.10.3192.168.10.19534487,20695.00
36168,192.168.10.3192.168.10.195344876,21235.50
36169,192.168.10.3192.168.10.195344879,20999.00
36170,192.168.10.3192.168.10.195344892,19634.50
36171,192.168.10.3192.168.10.195344969,20752.50
36172,192.168.10.3192.168.10.195344971,20234.50
36173,192.168.10.3192.168.10.195345003,20172.50
36174,192.168.10.3192.168.10.195345033,20555.50
36175,192.168.10.3192.168.10.19534507,20772.50
36176,192.168.10.3192.168.10.195345092,20559.50
36177,192.168.10.3192.168.10.195345121,21283.00
36178,192.168.10.3192.168.10.195345157,21072.00
36179,192.168.10.3192.168.10.195345176,20825.00
36180,192.168.10.3192.168.10.195345200,20250.50
36181,192.168.10.3192.168.10.195345272,21085.00
36182,192.168.10.3192.168.10.195345280,20270.00
36183,192.168.10.3192.168.10.195345304,20193.50
36184,192.168.10.3192.168.10.195345377,20715.50
36185,192.168.10.3192.168.10.195345404,20347.50
36186,192.168.10.3192.168.10.195345484,20486.50
36187,192.168.10.3192.168.10.195345529,21180.00
36188,192.168.10.3192.168.10.195345542,20916.00
36189,192.168.10.3192.168.10.195345558,21558.50
36190,192.168.10.3192.168.10.195345605,20600.00
36191,192.168.10.3192.168.10.195345641,19865.75
36192,192.168.10.3192.168.10.195345705,20377.00
36193,192.168.10.3192.168.10.195345737,20915.00
36194,192.168.10.3192.168.10.195345743,21255.00
36195,192.168.10.3192.168.10.195345856,21470.00
36196,192.168.10.3192.168.10.195345960,20607.00
36197,192.168.10.3192.168.10.195346020,21247.50
36198,192.168.10.3192.168.10.195346045,21533.00
36199,192.168.10.3192.168.10.195346067,21601.00
36200,192.168.10.3192.168.10.195346071,20656.50
36201,192.168.10.3192.168.10.195346086,20269.00
36202,192.168.10.3192.168.10.195346094,20841.50
36203,192.168.10.3192.168.10.195346175,21424.50
36204,192.168.10.3192.168.10.195346198,20961.50
36205,192.168.10.3192.168.10.195346271,20673.50
36206,192.168.10.3192.168.10.195346295,19533.00
36207,192.168.10.3192.168.10.195346375,20399.00
36208,192.168.10.3192.168.10.195346443,21227.50
36209,192.168.10.3192.168.10.195346580,19517.00
36210,192.168.10.3192.168.10.195346581,21161.50
36211,192.168.10.3192.168.10.195346612,21506.50
36212,192.168.10.3192.168.10.195346628,20410.50
36213,192.168.10.3192.168.10.195346682,21065.00
36214,192.168.10.3192.168.10.19534670,21169.00
36215,192.168.10.3192.168.10.195346738,21043.50
36216,192.168.10.3192.168.10.195346775,20096.50
36217,192.168.10.3192.168.10.195346816,21525.00
36218,192.168.10.3192.168.10.195346830,20326.50
36219,192.168.10.3192.168.10.195346935,20548.00
36220,192.168.10.3192.168.10.195346948,20842.00
36221,192.168.10.3192.168.10.19534695,21514.00
36222,192.168.10.3192.168.10.19534702,21073.50
36223,192.168.10.3192.168.10.195347020,20194.00
36224,192.168.10.3192.168.10.195347023,21168.50
36225,192.168.10.3192.168.10.195347026,20927.00
36226,192.168.10.3192.168.10.195347102,20455.75
36227,192.168.10.3192.168.10.19534711,20644.00
36228,192.168.10.3192.168.10.195347130,20958.50
36229,192.168.10.3192.168.10.195347180,20999.50
36230,192.168.10.3192.168.10.195347247,20479.50
36231,192.168.10.3192.168.10.195347248,20077.00
36232,192.168.10.3192.168.10.195347266,21969.00
36233,192.168.10.3192.168.10.195347390,20424.00
36234,192.168.10.3192.168.10.195347548,20990.50
36235,192.168.10.3192.168.10.195347642,20907.50
36236,192.168.10.3192.168.10.195347696,20411.00
36237,192.168.10.3192.168.10.195347715,20894.00
36238,192.168.10.3192.168.10.195347731,20969.50
36239,192.168.10.3192.168.10.195347778,19971.25
36240,192.168.10.3192.168.10.19534785,20342.50
36241,192.168.10.3192.168.10.195347897,21461.00
36242,192.168.10.3192.168.10.195348045,21300.50
36243,192.168.10.3192.168.10.195348057,20665.50
36244,192.168.10.3192.168.10.19534815,21870.00
36245,192.168.10.3192.168.10.195348176,20251.50
36246,192.168.10.3192.168.10.195348205,20857.00
36247,192.168.10.3192.168.10.195348281,19878.50
36248,192.168.10.3192.168.10.195348302,21317.00
36249,192.168.10.3192.168.10.195348318,19815.00
36250,192.168.10.3192.168.10.195348368,19792.50
36251,192.168.10.3192.168.10.19534839,20679.50
36252,192.168.10.3192.168.10.195348427,20823.50
36253,192.168.10.3192.168.10.195348439,21132.00
36254,192.168.10.3192.168.10.195348503,21257.50
36255,192.168.10.3192.168.10.195348505,20564.00
36256,192.168.10.3192.168.10.195348508,20872.00
36257,192.168.10.3192.168.10.195348513,21259.50
36258,192.168.10.3192.168.10.19534853,20988.50
36259,192.168.10.3192.168.10.195348533,20644.00
36260,192.168.10.3192.168.10.195348696,20524.50
36261,192.168.10.3192.168.10.195348712,20152.00
36262,192.168.10.3192.168.10.195348777,20600.50
36263,192.168.10.3192.168.10.195348838,20462.50
36264,192.168.10.3192.168.10.195348893,19891.00
36265,192.168.10.3192.168.10.195348930,22059.50
36266,192.168.10.3192.168.10.195348935,20648.50
36267,192.168.10.3192.168.10.195348950,20595.50
36268,192.168.10.3192.168.10.195349078,20639.50
36269,192.168.10.3192.168.10.195349086,20601.00
36270,192.168.10.3192.168.10.195349244,21407.50
36271,192.168.10.3192.168.10.195349296,20156.50
36272,192.168.10.3192.168.10.195349309,20921.00
36273,192.168.10.3192.168.10.195349321,20904.00
36274,192.168.10.3192.168.10.195349349,20993.50
36275,192.168.10.3192.168.10.195349364,22028.00
36276,192.168.10.3192.168.10.195349421,20997.00
36277,192.168.10.3192.168.10.195349449,21841.00
36278,192.168.10.3192.168.10.195349480,21178.00
36279,192.168.10.3192.168.10.195349493,20778.00
36280,192.168.10.3192.168.10.195349530,20396.50
36281,192.168.10.3192.168.10.195349543,20777.25
36282,192.168.10.3192.168.10.19534955,20905.50
36283,192.168.10.3192.168.10.195349607,20519.00
36284,192.168.10.3192.168.10.195349707,20465.75
36285,192.168.10.3192.168.10.195349718,20783.50
36286,192.168.10.3192.168.10.195349739,20239.50
36287,192.168.10.3192.168.10.195349755,20761.00
36288,192.168.10.3192.168.10.19534977,20654.50
36289,192.168.10.3192.168.10.195349773,21051.00
36290,192.168.10.3192.168.10.195349864,20631.00
36291,192.168.10.3192.168.10.195349924,20609.00
36292,192.168.10.3192.168.10.195349935,20874.00
36293,192.168.10.3192.168.10.195349980,21199.00
36294,192.168.10.3192.168.10.195350042,20198.00
36295,192.168.10.3192.168.10.195350045,20723.50
36296,192.168.10.3192.168.10.195350058,21228.00
36297,192.168.10.3192.168.10.195350181,20136.00
36298,192.168.10.3192.168.10.195350308,20522.50
36299,192.168.10.3192.168.10.195350318,20923.00
36300,192.168.10.3192.168.10.195350324,21108.00
36301,192.168.10.3192.168.10.195350331,21188.50
36302,192.168.10.3192.168.10.195350427,21481.50
36303,192.168.10.3192.168.10.195350446,20675.50
36304,192.168.10.3192.168.10.195350500,20106.00
36305,192.168.10.3192.168.10.195350511,20492.00
36306,192.168.10.3192.168.10.195350566,20384.00
36307,192.168.10.3192.168.10.195350568,19843.00
36308,192.168.10.3192.168.10.195350705,20877.50
36309,192.168.10.3192.168.10.195350745,20588.00
36310,192.168.10.3192.168.10.195350818,21104.00
36311,192.168.10.3192.168.10.195350857,20857.50
36312,192.168.10.3192.168.10.195350968,19673.75
36313,192.168.10.3192.168.10.195350973,20619.50
36314,192.168.10.3192.168.10.195350992,21093.50
36315,192.168.10.3192.168.10.195351027,20588.00
36316,192.168.10.3192.168.10.195351037,20433.00
36317,192.168.10.3192.168.10.195351082,20277.50
36318,192.168.10.3192.168.10.19535109,19819.00
36319,192.168.10.3192.168.10.195351095,20340.00
36320,192.168.10.3192.168.10.195351137,21395.00
36321,192.168.10.3192.168.10.195351147,19971.25
36322,192.168.10.3192.168.10.195351209,20895.00
36323,192.168.10.3192.168.10.195351274,20686.00
36324,192.168.10.3192.168.10.195351354,20223.00
36325,192.168.10.3192.168.10.195351359,20366.50
36326,192.168.10.3192.168.10.195351537,21164.00
36327,192.168.10.3192.168.10.195351547,20221.25
36328,192.168.10.3192.168.10.195351564,20464.00
36329,192.168.10.3192.168.10.195351660,21479.50
36330,192.168.10.3192.168.10.195351743,20729.00
36331,192.168.10.3192.168.10.195351764,20752.50
36332,192.168.10.3192.168.10.195351792,21026.50
36333,192.168.10.3192.168.10.19535187,20877.50
36334,192.168.10.3192.168.10.195351929,20354.50
36335,192.168.10.3192.168.10.195352041,20667.00
36336,192.168.10.3192.168.10.195352110,20629.50
36337,192.168.10.3192.168.10.195352138,20182.00
36338,192.168.10.3192.168.10.195352145,19885.00
36339,192.168.10.3192.168.10.195352240,20394.50
36340,192.168.10.3192.168.10.195352299,19922.50
36341,192.168.10.3192.168.10.19535231,20512.00
36342,192.168.10.3192.168.10.195352319,20499.00
36343,192.168.10.3192.168.10.195352346,21060.00
36344,192.168.10.3192.168.10.195352372,20816.00
36345,192.168.10.3192.168.10.195352398,21048.00
36346,192.168.10.3192.168.10.195352480,20867.50
36347,192.168.10.3192.168.10.195352486,20043.50
36348,192.168.10.3192.168.10.195352511,21103.50
36349,192.168.10.3192.168.10.195352519,20970.50
36350,192.168.10.3192.168.10.195352555,20623.00
36351,192.168.10.3192.168.10.195352565,21189.50
36352,192.168.10.3192.168.10.195352576,21110.50
36353,192.168.10.3192.168.10.19535263,20329.00
36354,192.168.10.3192.168.10.195352668,21300.50
36355,192.168.10.3192.168.10.195352713,20446.00
36356,192.168.10.3192.168.10.195352771,20673.00
36357,192.168.10.3192.168.10.195352857,20305.50
36358,192.168.10.3192.168.10.19535286,20152.50
36359,192.168.10.3192.168.10.195352974,20651.00
36360,192.168.10.3192.168.10.195352985,20280.00
36361,192.168.10.3192.168.10.195353113,20456.50
36362,192.168.10.3192.168.10.195353147,20765.50
36363,192.168.10.3192.168.10.195353193,20837.00
36364,192.168.10.3192.168.10.195353194,21362.50
36365,192.168.10.3192.168.10.195353231,20722.25
36366,192.168.10.3192.168.10.195353277,20612.00
36367,192.168.10.3192.168.10.195353335,20468.00
36368,192.168.10.3192.168.10.195353358,19767.00
36369,192.168.10.3192.168.10.195353469,20562.00
36370,192.168.10.3192.168.10.195353494,20840.50
36371,192.168.10.3192.168.10.195353595,20996.00
36372,192.168.10.3192.168.10.195353615,20252.00
36373,192.168.10.3192.168.10.195353633,21277.50
36374,192.168.10.3192.168.10.195353788,20718.00
36375,192.168.10.3192.168.10.195353813,21172.00
36376,192.168.10.3192.168.10.195353943,21088.50
36377,192.168.10.3192.168.10.195354075,20553.50
36378,192.168.10.3192.168.10.195354170,19804.50
36379,192.168.10.3192.168.10.195354216,20736.50
36380,192.168.10.3192.168.10.195354445,20772.50
36381,192.168.10.3192.168.10.195354506,20561.50
36382,192.168.10.3192.168.10.195354552,21102.00
36383,192.168.10.3192.168.10.195354609,20333.50
36384,192.168.10.3192.168.10.195354633,21482.00
36385,192.168.10.3192.168.10.195354662,21875.00
36386,192.168.10.3192.168.10.195354709,20990.00
36387,192.168.10.3192.168.10.195354743,20895.00
36388,192.168.10.3192.168.10.195354784,21051.50
36389,192.168.10.3192.168.10.19535480,20457.50
36390,192.168.10.3192.168.10.195354813,21065.00
36391,192.168.10.3192.168.10.195354842,20447.50
36392,192.168.10.3192.168.10.19535495,20885.50
36393,192.168.10.3192.168.10.195355013,21188.50
36394,192.168.10.3192.168.10.195355045,21116.00
36395,192.168.10.3192.168.10.195355072,20350.00
36396,192.168.10.3192.168.10.195355081,21867.50
36397,192.168.10.3192.168.10.195355098,20275.50
36398,192.168.10.3192.168.10.195355105,20268.50
36399,192.168.10.3192.168.10.195355301,21273.00
36400,192.168.10.3192.168.10.19535536,21131.50
36401,192.168.10.3192.168.10.195355422,19819.50
36402,192.168.10.3192.168.10.195355460,20991.50
36403,192.168.10.3192.168.10.195355489,21341.00
36404,192.168.10.3192.168.10.195355494,20467.50
36405,192.168.10.3192.168.10.19535551,20424.50
36406,192.168.10.3192.168.10.19535554,20835.00
36407,192.168.10.3192.168.10.195355549,21082.00
36408,192.168.10.3192.168.10.195355553,20061.00
36409,192.168.10.3192.168.10.195355587,20589.00
36410,192.168.10.3192.168.10.195355611,21232.00
36411,192.168.10.3192.168.10.195355675,20548.00
36412,192.168.10.3192.168.10.195355705,20472.50
36413,192.168.10.3192.168.10.195355885,21226.50
36414,192.168.10.3192.168.10.195355979,20980.00
36415,192.168.10.3192.168.10.195356095,21068.50
36416,192.168.10.3192.168.10.195356146,21610.50
36417,192.168.10.3192.168.10.19535618,20087.25
36418,192.168.10.3192.168.10.195356228,20733.00
36419,192.168.10.3192.168.10.195356278,20258.00
36420,192.168.10.3192.168.10.195356327,19943.00
36421,192.168.10.3192.168.10.195356329,21046.00
36422,192.168.10.3192.168.10.195356365,20718.00
36423,192.168.10.3192.168.10.195356372,21333.50
36424,192.168.10.3192.168.10.195356392,20927.50
36425,192.168.10.3192.168.10.195356399,20073.50
36426,192.168.10.3192.168.10.195356489,20599.50
36427,192.168.10.3192.168.10.195356507,21013.50
36428,192.168.10.3192.168.10.195356522,20362.00
36429,192.168.10.3192.168.10.195356559,21495.00
36430,192.168.10.3192.168.10.19535659,20484.50
36431,192.168.10.3192.168.10.195356748,20519.50
36432,192.168.10.3192.168.10.19535684,20557.50
36433,192.168.10.3192.168.10.195356872,20406.50
36434,192.168.10.3192.168.10.195356878,21034.50
36435,192.168.10.3192.168.10.195356893,21151.50
36436,192.168.10.3192.168.10.195356980,20983.50
36437,192.168.10.3192.168.10.195357044,21324.50
36438,192.168.10.3192.168.10.195357116,20671.00
36439,192.168.10.3192.168.10.19535713,20587.50
36440,192.168.10.3192.168.10.195357181,21254.00
36441,192.168.10.3192.168.10.195357185,20735.50
36442,192.168.10.3192.168.10.195357266,20123.50
36443,192.168.10.3192.168.10.195357269,20749.50
36444,192.168.10.3192.168.10.195357412,20856.50
36445,192.168.10.3192.168.10.195357413,21354.00
36446,192.168.10.3192.168.10.195357415,21107.00
36447,192.168.10.3192.168.10.195357441,20369.00
36448,192.168.10.3192.168.10.195357466,20825.50
36449,192.168.10.3192.168.10.195357536,20434.00
36450,192.168.10.3192.168.10.195357585,21191.50
36451,192.168.10.3192.168.10.195357617,20245.00
36452,192.168.10.3192.168.10.195357666,20427.50
36453,192.168.10.3192.168.10.195357669,20132.50
36454,192.168.10.3192.168.10.195357752,20336.50
36455,192.168.10.3192.168.10.195357873,20697.50
36456,192.168.10.3192.168.10.195358010,20599.50
36457,192.168.10.3192.168.10.195358113,20593.50
36458,192.168.10.3192.168.10.19535812,20286.00
36459,192.168.10.3192.168.10.195358202,20372.50
36460,192.168.10.3192.168.10.195358228,19583.75
36461,192.168.10.3192.168.10.195358260,20651.00
36462,192.168.10.3192.168.10.195358271,20751.00
36463,192.168.10.3192.168.10.195358277,20841.00
36464,192.168.10.3192.168.10.195358324,20503.50
36465,192.168.10.3192.168.10.195358377,20848.00
36466,192.168.10.3192.168.10.195358407,20014.00
36467,192.168.10.3192.168.10.195358445,20121.00
36468,192.168.10.3192.168.10.195358447,22223.00
36469,192.168.10.3192.168.10.195358459,20463.50
36470,192.168.10.3192.168.10.195358474,20400.00
36471,192.168.10.3192.168.10.195358512,20911.00
36472,192.168.10.3192.168.10.195358516,20547.50
36473,192.168.10.3192.168.10.195358524,20406.00
36474,192.168.10.3192.168.10.195358605,20530.50
36475,192.168.10.3192.168.10.195358629,20385.00
36476,192.168.10.3192.168.10.195358688,21057.50
36477,192.168.10.3192.168.10.19535876,19693.00
36478,192.168.10.3192.168.10.195358777,20808.00
36479,192.168.10.3192.168.10.195358897,19647.50
36480,192.168.10.3192.168.10.195358898,20269.00
36481,192.168.10.3192.168.10.195358901,20893.00
36482,192.168.10.3192.168.10.195358919,20952.00
36483,192.168.10.3192.168.10.195358921,20785.00
36484,192.168.10.3192.168.10.195358922,21366.00
36485,192.168.10.3192.168.10.195358951,21262.00
36486,192.168.10.3192.168.10.195358956,20534.50
36487,192.168.10.3192.168.10.195358981,21438.00
36488,192.168.10.3192.168.10.195359017,21307.00
36489,192.168.10.3192.168.10.195359018,20464.00
36490,192.168.10.3192.168.10.195359098,19976.00
36491,192.168.10.3192.168.10.195359143,20867.50
36492,192.168.10.3192.168.10.195359144,20733.50
36493,192.168.10.3192.168.10.195359147,20985.00
36494,192.168.10.3192.168.10.195359201,20309.00
36495,192.168.10.3192.168.10.195359275,21150.00
36496,192.168.10.3192.168.10.195359323,19852.50
36497,192.168.10.3192.168.10.19535946,21727.00
36498,192.168.10.3192.168.10.195359478,20191.50
36499,192.168.10.3192.168.10.195359488,20889.00
36500,192.168.10.3192.168.10.195359494,20830.50
36501,192.168.10.3192.168.10.195359564,20731.00
36502,192.168.10.3192.168.10.195359648,21206.00
36503,192.168.10.3192.168.10.195359665,21420.00
